Run_Accession_Number,Dataset_Info_Dataset_Accession_Number,Sample_Accession_Number,Organism,Organ,Developmental_Stage,Cell_Type,Sequencer,Protocol,Assay_Type,Library_Layout,Ontology_Term,Cell_Cycle_Phase
SRR2077219,GSE70245,SAMN03792946,"Mus musculus","Bone marrow",Adult,"LSK Stem cells","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"CL:0000763 [Myeloid cell]",G1.S
SRR2077220,GSE70245,SAMN03792947,"Mus musculus","Bone marrow",Adult,"LSK Stem cells","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"CL:0000763 [Myeloid cell]",G2
SRR2077221,GSE70245,SAMN03792948,"Mus musculus","Bone marrow",Adult,"LSK Stem cells","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"CL:0000763 [Myeloid cell]",S
SRR2077222,GSE70245,SAMN03792949,"Mus musculus","Bone marrow",Adult,"LSK Stem cells","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"CL:0000763 [Myeloid cell]",G1.S
SRR2077223,GSE70245,SAMN03792950,"Mus musculus","Bone marrow",Adult,"LSK Stem cells","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"CL:0000763 [Myeloid cell]",S
SRR2077224,GSE70245,SAMN03792951,"Mus musculus","Bone marrow",Adult,"LSK Stem cells","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"CL:0000763 [Myeloid cell]",M.G1
SRR2077225,GSE70245,SAMN03792870,"Mus musculus","Bone marrow",Adult,"LSK Stem cells","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"CL:0000763 [Myeloid cell]",G1.S
SRR2077226,GSE70245,SAMN03792871,"Mus musculus","Bone marrow",Adult,"LSK Stem cells","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"CL:0000763 [Myeloid cell]",M.G1
SRR2077227,GSE70245,SAMN03792872,"Mus musculus","Bone marrow",Adult,"LSK Stem cells","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"CL:0000763 [Myeloid cell]",G2.M
SRR2077228,GSE70245,SAMN03792873,"Mus musculus","Bone marrow",Adult,"LSK Stem cells","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"CL:0000763 [Myeloid cell]",M.G1
SRR2077229,GSE70245,SAMN03792874,"Mus musculus","Bone marrow",Adult,"LSK Stem cells","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"CL:0000763 [Myeloid cell]",G2
SRR2077230,GSE70245,SAMN03792875,"Mus musculus","Bone marrow",Adult,"LSK Stem cells","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"CL:0000763 [Myeloid cell]",G2
SRR2077231,GSE70245,SAMN03792877,"Mus musculus","Bone marrow",Adult,"LSK Stem cells","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"CL:0000763 [Myeloid cell]",M.G1
SRR2077232,GSE70245,SAMN03792878,"Mus musculus","Bone marrow",Adult,"LSK Stem cells","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"CL:0000763 [Myeloid cell]",G2
SRR2077233,GSE70245,SAMN03792879,"Mus musculus","Bone marrow",Adult,"LSK Stem cells","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"CL:0000763 [Myeloid cell]",G2.M
SRR2077234,GSE70245,SAMN03792880,"Mus musculus","Bone marrow",Adult,"LSK Stem cells","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"CL:0000763 [Myeloid cell]",G1.S
SRR2077235,GSE70245,SAMN03792881,"Mus musculus","Bone marrow",Adult,"LSK Stem cells","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"CL:0000763 [Myeloid cell]",G1.S
SRR2077236,GSE70245,SAMN03792882,"Mus musculus","Bone marrow",Adult,"LSK Stem cells","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"CL:0000763 [Myeloid cell]",M.G1
SRR2077237,GSE70245,SAMN03792883,"Mus musculus","Bone marrow",Adult,"LSK Stem cells","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"CL:0000763 [Myeloid cell]",M.G1
SRR2077238,GSE70245,SAMN03792884,"Mus musculus","Bone marrow",Adult,"LSK Stem cells","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"CL:0000763 [Myeloid cell]",S
SRR2077239,GSE70245,SAMN03792885,"Mus musculus","Bone marrow",Adult,"LSK Stem cells","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"CL:0000763 [Myeloid cell]",G1.S
SRR2077240,GSE70245,SAMN03792886,"Mus musculus","Bone marrow",Adult,"LSK Stem cells","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"CL:0000763 [Myeloid cell]",M.G1
SRR2077241,GSE70245,SAMN03792887,"Mus musculus","Bone marrow",Adult,"LSK Stem cells","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"CL:0000763 [Myeloid cell]",M.G1
SRR2077242,GSE70245,SAMN03792888,"Mus musculus","Bone marrow",Adult,"LSK Stem cells","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"CL:0000763 [Myeloid cell]",M.G1
SRR2077243,GSE70245,SAMN03792889,"Mus musculus","Bone marrow",Adult,"LSK Stem cells","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"CL:0000763 [Myeloid cell]",G1.S
SRR2077244,GSE70245,SAMN03792890,"Mus musculus","Bone marrow",Adult,"LSK Stem cells","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"CL:0000763 [Myeloid cell]",G1.S
SRR2077245,GSE70245,SAMN03792891,"Mus musculus","Bone marrow",Adult,"LSK Stem cells","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"CL:0000763 [Myeloid cell]",G2
SRR2077246,GSE70245,SAMN03792892,"Mus musculus","Bone marrow",Adult,"LSK Stem cells","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"CL:0000763 [Myeloid cell]",G1.S
SRR2077247,GSE70245,SAMN03792893,"Mus musculus","Bone marrow",Adult,"LSK Stem cells","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"CL:0000763 [Myeloid cell]",S
SRR2077248,GSE70245,SAMN03792894,"Mus musculus","Bone marrow",Adult,"LSK Stem cells","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"CL:0000763 [Myeloid cell]",G1.S
SRR2077249,GSE70245,SAMN03792895,"Mus musculus","Bone marrow",Adult,"LSK Stem cells","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"CL:0000763 [Myeloid cell]",S
SRR2077263,GSE70245,SAMN03792431,"Mus musculus","Bone marrow",Adult,"Gfi1-GFP dim Csf1r- GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",G1.S
SRR2077264,GSE70245,SAMN03792432,"Mus musculus","Bone marrow",Adult,"Gfi1-GFP dim Csf1r- GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",G2
SRR2077265,GSE70245,SAMN03792433,"Mus musculus","Bone marrow",Adult,"Gfi1-GFP dim Csf1r- GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",M.G1
SRR2077266,GSE70245,SAMN03792434,"Mus musculus","Bone marrow",Adult,"Gfi1-GFP dim Csf1r- GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",G2
SRR2077267,GSE70245,SAMN03792435,"Mus musculus","Bone marrow",Adult,"Gfi1-GFP dim Csf1r- GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",S
SRR2077268,GSE70245,SAMN03792436,"Mus musculus","Bone marrow",Adult,"Gfi1-GFP dim Csf1r- GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",S
SRR2077269,GSE70245,SAMN03792437,"Mus musculus","Bone marrow",Adult,"Gfi1-GFP dim Csf1r- GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",S
SRR2077270,GSE70245,SAMN03792438,"Mus musculus","Bone marrow",Adult,"Gfi1-GFP dim Csf1r- GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",M.G1
SRR2077271,GSE70245,SAMN03792439,"Mus musculus","Bone marrow",Adult,"Gfi1-GFP dim Csf1r- GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",S
SRR2077272,GSE70245,SAMN03792440,"Mus musculus","Bone marrow",Adult,"Gfi1-GFP dim Csf1r- GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",G2.M
SRR2077273,GSE70245,SAMN03792441,"Mus musculus","Bone marrow",Adult,"Gfi1-GFP dim Csf1r- GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",M.G1
SRR2077274,GSE70245,SAMN03792442,"Mus musculus","Bone marrow",Adult,"Gfi1-GFP dim Csf1r- GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",S
SRR2077275,GSE70245,SAMN03792443,"Mus musculus","Bone marrow",Adult,"Gfi1-GFP dim Csf1r- GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",M.G1
SRR2077276,GSE70245,SAMN03792444,"Mus musculus","Bone marrow",Adult,"Gfi1-GFP dim Csf1r- GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",M.G1
SRR2077277,GSE70245,SAMN03792445,"Mus musculus","Bone marrow",Adult,"Gfi1-GFP dim Csf1r- GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",S
SRR2077278,GSE70245,SAMN03792446,"Mus musculus","Bone marrow",Adult,"Gfi1-GFP dim Csf1r- GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",M.G1
SRR2077279,GSE70245,SAMN03792447,"Mus musculus","Bone marrow",Adult,"Gfi1-GFP dim Csf1r- GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",S
SRR2077280,GSE70245,SAMN03792448,"Mus musculus","Bone marrow",Adult,"Gfi1-GFP dim Csf1r- GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",M.G1
SRR2077281,GSE70245,SAMN03792449,"Mus musculus","Bone marrow",Adult,"Gfi1-GFP dim Csf1r- GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",G2.M
SRR2077282,GSE70245,SAMN03792450,"Mus musculus","Bone marrow",Adult,"Gfi1-GFP dim Csf1r- GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",S
SRR2077283,GSE70245,SAMN03792451,"Mus musculus","Bone marrow",Adult,"Gfi1-GFP dim Csf1r- GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",S
SRR2077284,GSE70245,SAMN03792452,"Mus musculus","Bone marrow",Adult,"Gfi1-GFP dim Csf1r- GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",G1.S
SRR2077285,GSE70245,SAMN03792494,"Mus musculus","Bone marrow",Adult,"Gfi1-GFP dim Csf1r- GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",S
SRR2077286,GSE70245,SAMN03792495,"Mus musculus","Bone marrow",Adult,"Gfi1-GFP dim Csf1r- GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",G1.S
SRR2077287,GSE70245,SAMN03792496,"Mus musculus","Bone marrow",Adult,"Gfi1-GFP dim Csf1r- GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",M.G1
SRR2077288,GSE70245,SAMN03792505,"Mus musculus","Bone marrow",Adult,"Gfi1-GFP dim Csf1r- GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",S
SRR2077289,GSE70245,SAMN03792497,"Mus musculus","Bone marrow",Adult,"Gfi1-GFP dim Csf1r- GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",S
SRR2077290,GSE70245,SAMN03792498,"Mus musculus","Bone marrow",Adult,"Gfi1-GFP dim Csf1r- GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",G2
SRR2077291,GSE70245,SAMN03792499,"Mus musculus","Bone marrow",Adult,"Gfi1-GFP dim Csf1r- GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",S
SRR2077292,GSE70245,SAMN03792500,"Mus musculus","Bone marrow",Adult,"Gfi1-GFP dim Csf1r- GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",G1.S
SRR2077293,GSE70245,SAMN03792501,"Mus musculus","Bone marrow",Adult,"Gfi1-GFP dim Csf1r- GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",M.G1
SRR2077294,GSE70245,SAMN03792502,"Mus musculus","Bone marrow",Adult,"Gfi1-GFP dim Csf1r- GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",M.G1
SRR2077295,GSE70245,SAMN03792503,"Mus musculus","Bone marrow",Adult,"Gfi1-GFP dim Csf1r- GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",M.G1
SRR2077296,GSE70245,SAMN03792504,"Mus musculus","Bone marrow",Adult,"Gfi1-GFP dim Csf1r- GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",M.G1
SRR2077297,GSE70245,SAMN03792506,"Mus musculus","Bone marrow",Adult,"Gfi1-GFP dim Csf1r- GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",S
SRR2077298,GSE70245,SAMN03792507,"Mus musculus","Bone marrow",Adult,"Gfi1-GFP dim Csf1r- GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",S
SRR2077299,GSE70245,SAMN03792508,"Mus musculus","Bone marrow",Adult,"Gfi1-GFP dim Csf1r- GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",G2
SRR2077300,GSE70245,SAMN03792509,"Mus musculus","Bone marrow",Adult,"Gfi1-GFP dim Csf1r- GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",M.G1
SRR2077301,GSE70245,SAMN03792510,"Mus musculus","Bone marrow",Adult,"Gfi1-GFP dim Csf1r- GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",S
SRR2077302,GSE70245,SAMN03792511,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",M.G1
SRR2077303,GSE70245,SAMN03792512,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",G1.S
SRR2077304,GSE70245,SAMN03792513,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",S
SRR2077305,GSE70245,SAMN03792514,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",G1.S
SRR2077306,GSE70245,SAMN03792515,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",G1.S
SRR2077307,GSE70245,SAMN03792516,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",M.G1
SRR2077308,GSE70245,SAMN03792517,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",S
SRR2077309,GSE70245,SAMN03792518,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",G1.S
SRR2077310,GSE70245,SAMN03792519,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",S
SRR2077311,GSE70245,SAMN03792520,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",G2.M
SRR2077312,GSE70245,SAMN03792521,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",M.G1
SRR2077313,GSE70245,SAMN03792543,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",G2.M
SRR2077314,GSE70245,SAMN03792544,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",G1.S
SRR2077315,GSE70245,SAMN03792545,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",G2.M
SRR2077316,GSE70245,SAMN03792546,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",S
SRR2077317,GSE70245,SAMN03792547,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",M.G1
SRR2077318,GSE70245,SAMN03792548,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",M.G1
SRR2077319,GSE70245,SAMN03792549,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",G2.M
SRR2077320,GSE70245,SAMN03792535,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",G2.M
SRR2077321,GSE70245,SAMN03792536,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",S
SRR2077322,GSE70245,SAMN03792537,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",G1.S
SRR2077323,GSE70245,SAMN03792538,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",S
SRR2077324,GSE70245,SAMN03792539,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",M.G1
SRR2077325,GSE70245,SAMN03792540,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",S
SRR2077326,GSE70245,SAMN03792541,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",M.G1
SRR2077327,GSE70245,SAMN03792542,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",S
SRR2077328,GSE70245,SAMN03792525,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",M.G1
SRR2077329,GSE70245,SAMN03792526,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",G1.S
SRR2077330,GSE70245,SAMN03792527,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",G1.S
SRR2077331,GSE70245,SAMN03792528,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",G1.S
SRR2077332,GSE70245,SAMN03792529,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",M.G1
SRR2077333,GSE70245,SAMN03792530,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",M.G1
SRR2077334,GSE70245,SAMN03792522,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",S
SRR2077335,GSE70245,SAMN03792523,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",G1.S
SRR2077336,GSE70245,SAMN03792524,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",S
SRR2077337,GSE70245,SAMN03792531,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",G1.S
SRR2077338,GSE70245,SAMN03792532,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",G1.S
SRR2077339,GSE70245,SAMN03792533,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",G2.M
SRR2077340,GSE70245,SAMN03792534,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",S
SRR2077341,GSE70245,SAMN03792470,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",M.G1
SRR2077342,GSE70245,SAMN03792480,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",S
SRR2077343,GSE70245,SAMN03792481,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",M.G1
SRR2077344,GSE70245,SAMN03792482,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",G1.S
SRR2077345,GSE70245,SAMN03792483,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",M.G1
